,location.name,location.region,location.country,location.lat,location.lon,location.tz_id,location.localtime_epoch,location.localtime,current.last_updated_epoch,current.last_updated,current.temp_c,current.temp_f,current.is_day,current.condition.text,current.condition.icon,current.condition.code,current.wind_mph,current.wind_kph,current.wind_degree,current.wind_dir,current.pressure_mb,current.pressure_in,current.precip_mm,current.precip_in,current.humidity,current.cloud,current.feelslike_c,current.feelslike_f,current.windchill_c,current.windchill_f,current.heatindex_c,current.heatindex_f,current.dewpoint_c,current.dewpoint_f,current.vis_km,current.vis_miles,current.uv,current.gust_mph,current.gust_kph
0,Perth,Western Australia,Australia,-31.9333,115.8333,Australia/Perth,1740463855,2025-02-25 14:10,1740463200,2025-02-25 14:00,26.1,79.0,1,Sunny,//cdn.weatherapi.com/weather/64x64/day/113.png,1000,13.0,20.9,220,SW,1018.0,30.06,0.0,0.0,51,0,26.9,80.5,24.7,76.5,25.8,78.4,14.7,58.5,10.0,6.0,9.3,14.9,24.0
